measurement_pk,acclimation_pk,specification_date
TRAMEA028603,TRAACC000009,
TRAMEA028604,TRAACC000009,
TRAMEA028605,TRAACC000009,
TRAMEA028606,TRAACC000009,
TRAMEA028607,TRAACC000009,
TRAMEA028608,TRAACC000009,
TRAMEA028609,TRAACC000009,
TRAMEA028610,TRAACC000009,
TRAMEA028611,TRAACC000009,
TRAMEA028612,TRAACC000009,
TRAMEA028613,TRAACC000009,
TRAMEA028614,TRAACC000009,
TRAMEA028615,TRAACC000009,
TRAMEA028616,TRAACC000009,
TRAMEA028617,TRAACC000009,
TRAMEA028618,TRAACC000009,
TRAMEA028619,TRAACC000009,
TRAMEA028620,TRAACC000009,
TRAMEA028621,TRAACC000009,
TRAMEA028622,TRAACC000009,
TRAMEA028623,TRAACC000009,
TRAMEA028624,TRAACC000009,
TRAMEA028625,TRAACC000009,
TRAMEA028626,TRAACC000009,
TRAMEA028627,TRAACC000009,
TRAMEA028628,TRAACC000009,
TRAMEA028629,TRAACC000009,
TRAMEA028630,TRAACC000009,
TRAMEA028631,TRAACC000009,
TRAMEA028632,TRAACC000009,
TRAMEA028633,TRAACC000009,
TRAMEA028634,TRAACC000009,
TRAMEA028635,TRAACC000009,
TRAMEA028636,TRAACC000009,
TRAMEA028637,TRAACC000009,
TRAMEA028638,TRAACC000009,
TRAMEA028639,TRAACC000009,
TRAMEA028640,TRAACC000009,
TRAMEA028641,TRAACC000009,
TRAMEA028642,TRAACC000009,
TRAMEA028643,TRAACC000009,
TRAMEA028644,TRAACC000009,
TRAMEA028645,TRAACC000009,
TRAMEA028646,TRAACC000009,
TRAMEA028647,TRAACC000009,
TRAMEA028648,TRAACC000009,
TRAMEA028649,TRAACC000009,
TRAMEA028650,TRAACC000009,
TRAMEA028651,TRAACC000009,
TRAMEA028652,TRAACC000009,
TRAMEA028653,TRAACC000009,
TRAMEA028654,TRAACC000009,
TRAMEA028655,TRAACC000009,
TRAMEA028656,TRAACC000009,
TRAMEA028657,TRAACC000009,
TRAMEA028658,TRAACC000009,
TRAMEA028659,TRAACC000009,
TRAMEA028660,TRAACC000009,
TRAMEA028661,TRAACC000009,
TRAMEA028662,TRAACC000009,
TRAMEA028663,TRAACC000009,
TRAMEA028664,TRAACC000009,
TRAMEA028665,TRAACC000009,
TRAMEA028666,TRAACC000009,
TRAMEA028667,TRAACC000009,
TRAMEA028668,TRAACC000009,
TRAMEA028669,TRAACC000009,
TRAMEA028670,TRAACC000009,
TRAMEA028671,TRAACC000009,
TRAMEA028672,TRAACC000009,
TRAMEA028673,TRAACC000009,
TRAMEA028674,TRAACC000009,
TRAMEA028675,TRAACC000009,
TRAMEA028676,TRAACC000009,
TRAMEA028677,TRAACC000009,
TRAMEA028678,TRAACC000009,
TRAMEA028679,TRAACC000009,
TRAMEA028680,TRAACC000009,
TRAMEA028681,TRAACC000009,
TRAMEA028682,TRAACC000009,
TRAMEA028683,TRAACC000009,
TRAMEA028684,TRAACC000009,
TRAMEA028685,TRAACC000009,
TRAMEA028686,TRAACC000009,
TRAMEA028687,TRAACC000009,
TRAMEA028688,TRAACC000009,
TRAMEA028689,TRAACC000009,
TRAMEA028690,TRAACC000009,
TRAMEA028691,TRAACC000009,
TRAMEA028692,TRAACC000009,
TRAMEA022810,TRAACC000001,
TRAMEA022811,TRAACC000001,
TRAMEA022812,TRAACC000001,
TRAMEA022813,TRAACC000001,
TRAMEA022814,TRAACC000001,
TRAMEA022815,TRAACC000001,
TRAMEA022816,TRAACC000001,
TRAMEA022817,TRAACC000001,
TRAMEA022818,TRAACC000001,
TRAMEA022819,TRAACC000001,
TRAMEA022820,TRAACC000001,
TRAMEA022821,TRAACC000001,
TRAMEA022822,TRAACC000001,
TRAMEA022823,TRAACC000001,
TRAMEA022824,TRAACC000001,
TRAMEA022825,TRAACC000001,
TRAMEA022826,TRAACC000001,
TRAMEA022827,TRAACC000001,
TRAMEA022828,TRAACC000001,
TRAMEA022829,TRAACC000001,
TRAMEA022830,TRAACC000001,
TRAMEA022831,TRAACC000001,
TRAMEA022832,TRAACC000001,
TRAMEA022833,TRAACC000001,
TRAMEA022834,TRAACC000001,
TRAMEA022835,TRAACC000001,
TRAMEA022836,TRAACC000001,
TRAMEA022837,TRAACC000001,
TRAMEA022838,TRAACC000001,
TRAMEA022839,TRAACC000001,
TRAMEA022840,TRAACC000001,
TRAMEA022841,TRAACC000001,
TRAMEA022842,TRAACC000001,
TRAMEA022843,TRAACC000001,
TRAMEA022844,TRAACC000001,
TRAMEA022845,TRAACC000001,
TRAMEA022846,TRAACC000001,
TRAMEA022847,TRAACC000001,
TRAMEA022848,TRAACC000001,
TRAMEA022849,TRAACC000001,
TRAMEA022850,TRAACC000001,
TRAMEA022851,TRAACC000001,
TRAMEA022852,TRAACC000001,
TRAMEA022853,TRAACC000001,
TRAMEA022854,TRAACC000001,
TRAMEA022855,TRAACC000001,
TRAMEA022856,TRAACC000001,
TRAMEA022857,TRAACC000001,
TRAMEA022858,TRAACC000001,
TRAMEA022859,TRAACC000001,
TRAMEA022860,TRAACC000001,
TRAMEA022861,TRAACC000001,
TRAMEA022862,TRAACC000001,
TRAMEA022863,TRAACC000001,
TRAMEA022864,TRAACC000001,
TRAMEA022865,TRAACC000001,
TRAMEA022866,TRAACC000001,
TRAMEA022867,TRAACC000001,
TRAMEA022868,TRAACC000001,
TRAMEA022869,TRAACC000001,
TRAMEA022870,TRAACC000001,
TRAMEA022871,TRAACC000001,
TRAMEA022872,TRAACC000001,
TRAMEA022873,TRAACC000001,
TRAMEA022874,TRAACC000001,
TRAMEA022875,TRAACC000001,
TRAMEA022876,TRAACC000001,
TRAMEA022877,TRAACC000001,
TRAMEA022878,TRAACC000001,
TRAMEA022879,TRAACC000001,
TRAMEA022880,TRAACC000001,
TRAMEA022881,TRAACC000001,
TRAMEA022882,TRAACC000001,
TRAMEA022883,TRAACC000001,
TRAMEA022884,TRAACC000001,
TRAMEA022885,TRAACC000001,
TRAMEA022886,TRAACC000001,
TRAMEA022887,TRAACC000001,
TRAMEA022888,TRAACC000001,
TRAMEA022889,TRAACC000001,
TRAMEA022890,TRAACC000001,
TRAMEA022891,TRAACC000001,
TRAMEA022892,TRAACC000001,
TRAMEA022893,TRAACC000001,
TRAMEA022894,TRAACC000001,
TRAMEA022895,TRAACC000001,
TRAMEA022896,TRAACC000001,
TRAMEA022897,TRAACC000001,
TRAMEA022898,TRAACC000001,
TRAMEA022899,TRAACC000001,
TRAMEA022900,TRAACC000001,
TRAMEA022901,TRAACC000001,
TRAMEA022902,TRAACC000001,
TRAMEA022903,TRAACC000001,
TRAMEA022904,TRAACC000001,
TRAMEA022905,TRAACC000001,
TRAMEA022906,TRAACC000001,
TRAMEA022907,TRAACC000001,
TRAMEA022908,TRAACC000001,
TRAMEA022909,TRAACC000001,
TRAMEA022910,TRAACC000001,
TRAMEA022911,TRAACC000001,
TRAMEA022912,TRAACC000001,
TRAMEA022913,TRAACC000001,
TRAMEA022914,TRAACC000001,
TRAMEA022915,TRAACC000001,
TRAMEA022916,TRAACC000001,
TRAMEA022917,TRAACC000001,
TRAMEA022918,TRAACC000001,
TRAMEA022919,TRAACC000001,
TRAMEA022920,TRAACC000001,
TRAMEA022921,TRAACC000001,
TRAMEA022922,TRAACC000001,
TRAMEA022923,TRAACC000001,
TRAMEA022924,TRAACC000001,
TRAMEA022925,TRAACC000001,
TRAMEA022926,TRAACC000001,
TRAMEA022927,TRAACC000001,
TRAMEA022928,TRAACC000001,
TRAMEA022929,TRAACC000001,
TRAMEA022930,TRAACC000001,
TRAMEA022931,TRAACC000001,
TRAMEA022932,TRAACC000001,
TRAMEA022933,TRAACC000001,
TRAMEA022934,TRAACC000001,
TRAMEA022935,TRAACC000001,
TRAMEA022936,TRAACC000001,
TRAMEA022937,TRAACC000001,
TRAMEA022938,TRAACC000001,
TRAMEA022939,TRAACC000001,
TRAMEA022940,TRAACC000001,
TRAMEA022941,TRAACC000001,
TRAMEA022942,TRAACC000001,
TRAMEA022943,TRAACC000001,
TRAMEA022944,TRAACC000001,
TRAMEA022945,TRAACC000001,
TRAMEA022946,TRAACC000001,
TRAMEA022947,TRAACC000001,
TRAMEA022948,TRAACC000001,
TRAMEA022949,TRAACC000001,
TRAMEA022950,TRAACC000001,
TRAMEA022951,TRAACC000001,
TRAMEA022952,TRAACC000001,
TRAMEA022953,TRAACC000001,
TRAMEA022954,TRAACC000001,
TRAMEA022955,TRAACC000001,
TRAMEA022956,TRAACC000001,
TRAMEA022957,TRAACC000001,
TRAMEA022958,TRAACC000001,
TRAMEA022959,TRAACC000001,
TRAMEA022960,TRAACC000001,
TRAMEA022961,TRAACC000001,
TRAMEA022962,TRAACC000001,
TRAMEA022963,TRAACC000001,
TRAMEA022964,TRAACC000001,
TRAMEA022965,TRAACC000001,
TRAMEA022966,TRAACC000001,
TRAMEA022967,TRAACC000001,
TRAMEA022968,TRAACC000001,
TRAMEA022969,TRAACC000001,
TRAMEA022970,TRAACC000001,
TRAMEA022971,TRAACC000001,
TRAMEA022972,TRAACC000001,
TRAMEA022973,TRAACC000001,
TRAMEA022974,TRAACC000001,
TRAMEA022975,TRAACC000001,
TRAMEA022976,TRAACC000001,
TRAMEA022977,TRAACC000001,
TRAMEA022978,TRAACC000001,
TRAMEA022979,TRAACC000001,
TRAMEA022980,TRAACC000001,
TRAMEA022981,TRAACC000001,
TRAMEA022982,TRAACC000001,
TRAMEA022983,TRAACC000001,
TRAMEA022984,TRAACC000001,
TRAMEA022985,TRAACC000001,
TRAMEA022986,TRAACC000001,
TRAMEA022987,TRAACC000001,
TRAMEA022988,TRAACC000001,
TRAMEA022989,TRAACC000001,
TRAMEA022990,TRAACC000001,
TRAMEA022991,TRAACC000001,
TRAMEA022992,TRAACC000001,
TRAMEA022993,TRAACC000001,
TRAMEA022994,TRAACC000001,
TRAMEA022995,TRAACC000001,
TRAMEA022996,TRAACC000001,
TRAMEA022997,TRAACC000001,
TRAMEA022998,TRAACC000001,
TRAMEA022999,TRAACC000001,
TRAMEA023000,TRAACC000001,
TRAMEA023001,TRAACC000001,
TRAMEA023002,TRAACC000001,
TRAMEA023003,TRAACC000001,
TRAMEA023004,TRAACC000001,
TRAMEA023005,TRAACC000001,
TRAMEA023006,TRAACC000001,
TRAMEA023007,TRAACC000001,
TRAMEA023008,TRAACC000001,
TRAMEA023009,TRAACC000001,
TRAMEA023010,TRAACC000001,
TRAMEA023011,TRAACC000001,
TRAMEA023012,TRAACC000001,
TRAMEA023013,TRAACC000001,
TRAMEA023014,TRAACC000001,
TRAMEA023015,TRAACC000001,
TRAMEA023016,TRAACC000001,
TRAMEA023017,TRAACC000001,
TRAMEA023018,TRAACC000001,
TRAMEA023019,TRAACC000001,
TRAMEA023020,TRAACC000001,
TRAMEA023021,TRAACC000001,
TRAMEA023022,TRAACC000001,
TRAMEA023023,TRAACC000001,
TRAMEA023024,TRAACC000001,
TRAMEA023025,TRAACC000001,
TRAMEA023026,TRAACC000001,
TRAMEA023027,TRAACC000001,
TRAMEA023028,TRAACC000001,
TRAMEA023029,TRAACC000001,
TRAMEA023030,TRAACC000001,
TRAMEA023031,TRAACC000001,
TRAMEA023032,TRAACC000001,
TRAMEA023033,TRAACC000001,
TRAMEA023034,TRAACC000001,
TRAMEA023035,TRAACC000001,
TRAMEA023036,TRAACC000001,
TRAMEA023037,TRAACC000001,
TRAMEA023038,TRAACC000001,
TRAMEA023039,TRAACC000001,
TRAMEA023040,TRAACC000001,
TRAMEA023041,TRAACC000001,
TRAMEA023042,TRAACC000001,
TRAMEA023043,TRAACC000001,
TRAMEA023044,TRAACC000001,
TRAMEA023045,TRAACC000001,
TRAMEA023046,TRAACC000001,
TRAMEA023047,TRAACC000001,
TRAMEA023048,TRAACC000001,
TRAMEA023049,TRAACC000001,
TRAMEA023050,TRAACC000001,
TRAMEA023051,TRAACC000001,
TRAMEA023052,TRAACC000001,
TRAMEA023053,TRAACC000001,
TRAMEA023054,TRAACC000001,
TRAMEA023055,TRAACC000001,
TRAMEA023056,TRAACC000001,
TRAMEA023057,TRAACC000001,
TRAMEA023058,TRAACC000001,
TRAMEA023059,TRAACC000001,
TRAMEA023060,TRAACC000001,
TRAMEA023061,TRAACC000001,
TRAMEA023062,TRAACC000001,
TRAMEA023063,TRAACC000001,
TRAMEA023064,TRAACC000001,
TRAMEA023065,TRAACC000001,
TRAMEA023066,TRAACC000001,
TRAMEA023067,TRAACC000001,
TRAMEA023068,TRAACC000001,
TRAMEA023069,TRAACC000001,
TRAMEA023070,TRAACC000001,
TRAMEA023071,TRAACC000001,
TRAMEA023072,TRAACC000001,
TRAMEA023073,TRAACC000001,
TRAMEA023074,TRAACC000001,
TRAMEA023075,TRAACC000001,
TRAMEA023076,TRAACC000001,
TRAMEA023077,TRAACC000001,
TRAMEA023078,TRAACC000001,
TRAMEA023079,TRAACC000001,
TRAMEA023080,TRAACC000001,
TRAMEA023081,TRAACC000001,
TRAMEA023082,TRAACC000001,
TRAMEA023083,TRAACC000001,
TRAMEA023084,TRAACC000001,
TRAMEA023085,TRAACC000001,
TRAMEA023086,TRAACC000001,
TRAMEA023087,TRAACC000001,
TRAMEA023088,TRAACC000001,
TRAMEA023089,TRAACC000001,
TRAMEA023090,TRAACC000001,
TRAMEA023091,TRAACC000001,
TRAMEA023092,TRAACC000001,
TRAMEA023093,TRAACC000001,
TRAMEA023094,TRAACC000001,
TRAMEA023095,TRAACC000001,
TRAMEA023096,TRAACC000001,
TRAMEA023097,TRAACC000001,
TRAMEA023098,TRAACC000001,
TRAMEA023099,TRAACC000001,
TRAMEA023100,TRAACC000001,
TRAMEA023101,TRAACC000001,
TRAMEA023102,TRAACC000001,
TRAMEA023103,TRAACC000001,
TRAMEA023104,TRAACC000001,
TRAMEA023105,TRAACC000001,
TRAMEA023106,TRAACC000001,
TRAMEA023107,TRAACC000001,
TRAMEA023108,TRAACC000001,
TRAMEA023109,TRAACC000001,
TRAMEA023110,TRAACC000001,
TRAMEA023111,TRAACC000001,
TRAMEA023112,TRAACC000001,
TRAMEA023113,TRAACC000001,
TRAMEA023114,TRAACC000001,
TRAMEA023115,TRAACC000001,
TRAMEA023116,TRAACC000001,
TRAMEA023117,TRAACC000001,
TRAMEA023118,TRAACC000001,
TRAMEA023119,TRAACC000001,
TRAMEA023120,TRAACC000001,
TRAMEA023121,TRAACC000001,
TRAMEA023122,TRAACC000001,
TRAMEA023123,TRAACC000001,
TRAMEA023124,TRAACC000001,
TRAMEA023125,TRAACC000001,
TRAMEA023126,TRAACC000001,
TRAMEA023127,TRAACC000001,
TRAMEA023128,TRAACC000001,
TRAMEA023129,TRAACC000001,
TRAMEA023130,TRAACC000001,
TRAMEA023131,TRAACC000001,
TRAMEA023132,TRAACC000001,
TRAMEA023133,TRAACC000001,
TRAMEA023134,TRAACC000001,
TRAMEA023135,TRAACC000001,
TRAMEA023136,TRAACC000001,
TRAMEA023137,TRAACC000001,
TRAMEA023138,TRAACC000001,
TRAMEA023139,TRAACC000001,
TRAMEA023140,TRAACC000001,
TRAMEA023141,TRAACC000001,
TRAMEA023142,TRAACC000001,
TRAMEA023143,TRAACC000001,
TRAMEA023144,TRAACC000001,
TRAMEA023145,TRAACC000001,
TRAMEA023146,TRAACC000001,
TRAMEA023147,TRAACC000001,
TRAMEA023148,TRAACC000001,
TRAMEA023149,TRAACC000001,
TRAMEA023150,TRAACC000001,
TRAMEA023151,TRAACC000001,
TRAMEA023152,TRAACC000001,
TRAMEA023153,TRAACC000001,
TRAMEA023154,TRAACC000001,
TRAMEA023155,TRAACC000001,
TRAMEA023156,TRAACC000001,
TRAMEA023157,TRAACC000001,
TRAMEA023158,TRAACC000001,
TRAMEA023159,TRAACC000001,
TRAMEA023160,TRAACC000001,
TRAMEA023161,TRAACC000001,
TRAMEA023162,TRAACC000001,
TRAMEA023163,TRAACC000001,
TRAMEA023164,TRAACC000001,
TRAMEA023165,TRAACC000001,
TRAMEA023166,TRAACC000001,
TRAMEA023167,TRAACC000001,
TRAMEA023168,TRAACC000001,
TRAMEA023169,TRAACC000001,
TRAMEA023170,TRAACC000001,
TRAMEA023171,TRAACC000001,
TRAMEA023172,TRAACC000001,
TRAMEA023173,TRAACC000001,
TRAMEA023174,TRAACC000001,
TRAMEA023175,TRAACC000001,
TRAMEA023176,TRAACC000001,
TRAMEA023177,TRAACC000001,
TRAMEA023178,TRAACC000001,
TRAMEA023179,TRAACC000001,
TRAMEA023180,TRAACC000001,
TRAMEA023181,TRAACC000001,
TRAMEA023182,TRAACC000001,
TRAMEA023183,TRAACC000001,
TRAMEA023184,TRAACC000001,
TRAMEA023185,TRAACC000001,
TRAMEA023186,TRAACC000001,
TRAMEA023187,TRAACC000001,
TRAMEA023188,TRAACC000001,
TRAMEA023189,TRAACC000001,
TRAMEA023190,TRAACC000001,
TRAMEA023191,TRAACC000001,
TRAMEA023192,TRAACC000001,
TRAMEA023193,TRAACC000001,
TRAMEA023194,TRAACC000001,
TRAMEA023195,TRAACC000001,
TRAMEA023196,TRAACC000001,
TRAMEA023197,TRAACC000001,
TRAMEA023198,TRAACC000001,
TRAMEA023199,TRAACC000001,
TRAMEA023200,TRAACC000001,
TRAMEA023201,TRAACC000001,
TRAMEA023202,TRAACC000001,
TRAMEA023203,TRAACC000001,
TRAMEA023204,TRAACC000001,
TRAMEA023205,TRAACC000001,
TRAMEA023206,TRAACC000001,
TRAMEA023207,TRAACC000001,
TRAMEA023208,TRAACC000001,
TRAMEA023209,TRAACC000001,
TRAMEA023210,TRAACC000001,
TRAMEA023211,TRAACC000001,
TRAMEA023212,TRAACC000001,
TRAMEA023213,TRAACC000001,
TRAMEA023214,TRAACC000001,
TRAMEA023215,TRAACC000001,
TRAMEA023216,TRAACC000001,
TRAMEA023217,TRAACC000001,
TRAMEA023218,TRAACC000001,
TRAMEA023219,TRAACC000001,
TRAMEA023220,TRAACC000001,
TRAMEA023221,TRAACC000001,
TRAMEA023222,TRAACC000001,
TRAMEA023223,TRAACC000001,
TRAMEA023224,TRAACC000001,
TRAMEA023225,TRAACC000001,
TRAMEA023226,TRAACC000001,
TRAMEA023227,TRAACC000001,
TRAMEA023228,TRAACC000001,
TRAMEA023229,TRAACC000001,
TRAMEA023230,TRAACC000001,
TRAMEA023231,TRAACC000001,
TRAMEA023232,TRAACC000001,
TRAMEA023233,TRAACC000001,
TRAMEA023234,TRAACC000001,
TRAMEA023235,TRAACC000001,
TRAMEA023236,TRAACC000001,
TRAMEA023237,TRAACC000001,
TRAMEA023238,TRAACC000001,
TRAMEA023239,TRAACC000001,
TRAMEA023240,TRAACC000001,
TRAMEA023241,TRAACC000001,
TRAMEA023242,TRAACC000001,
TRAMEA023243,TRAACC000001,
TRAMEA023244,TRAACC000001,
TRAMEA023245,TRAACC000001,
TRAMEA023246,TRAACC000001,
TRAMEA023247,TRAACC000001,
TRAMEA023248,TRAACC000001,
TRAMEA023249,TRAACC000001,
TRAMEA023250,TRAACC000001,
TRAMEA023251,TRAACC000001,
TRAMEA023252,TRAACC000001,
TRAMEA023253,TRAACC000001,
TRAMEA023254,TRAACC000001,
TRAMEA023255,TRAACC000001,
TRAMEA023256,TRAACC000001,
TRAMEA023257,TRAACC000001,
TRAMEA023258,TRAACC000001,
TRAMEA023259,TRAACC000001,
TRAMEA023260,TRAACC000001,
TRAMEA023261,TRAACC000001,
TRAMEA023262,TRAACC000001,
TRAMEA023263,TRAACC000001,
TRAMEA023264,TRAACC000001,
TRAMEA023265,TRAACC000001,
TRAMEA023266,TRAACC000001,
TRAMEA023267,TRAACC000001,
TRAMEA023268,TRAACC000001,
TRAMEA023269,TRAACC000001,
TRAMEA023270,TRAACC000001,
TRAMEA023271,TRAACC000001,
TRAMEA023272,TRAACC000001,
TRAMEA023273,TRAACC000001,
TRAMEA023274,TRAACC000001,
TRAMEA023275,TRAACC000001,
TRAMEA023276,TRAACC000001,
TRAMEA023277,TRAACC000001,
TRAMEA023278,TRAACC000001,
TRAMEA023279,TRAACC000001,
TRAMEA023280,TRAACC000001,
TRAMEA023281,TRAACC000001,
TRAMEA023282,TRAACC000001,
TRAMEA023283,TRAACC000001,
TRAMEA023284,TRAACC000001,
TRAMEA023285,TRAACC000001,
TRAMEA023286,TRAACC000001,
TRAMEA023287,TRAACC000001,
TRAMEA023288,TRAACC000001,
TRAMEA023289,TRAACC000001,
TRAMEA023290,TRAACC000001,
TRAMEA023291,TRAACC000001,
TRAMEA023292,TRAACC000001,
TRAMEA023293,TRAACC000001,
TRAMEA023294,TRAACC000001,
TRAMEA023295,TRAACC000001,
TRAMEA023296,TRAACC000001,
TRAMEA023297,TRAACC000001,
TRAMEA023298,TRAACC000001,
TRAMEA023299,TRAACC000001,
TRAMEA023300,TRAACC000001,
TRAMEA023301,TRAACC000001,
TRAMEA023302,TRAACC000001,
TRAMEA023303,TRAACC000001,
TRAMEA023304,TRAACC000001,
TRAMEA023305,TRAACC000001,
TRAMEA023306,TRAACC000001,
TRAMEA023307,TRAACC000001,
TRAMEA023308,TRAACC000001,
TRAMEA023309,TRAACC000001,
TRAMEA023310,TRAACC000001,
TRAMEA023311,TRAACC000001,
TRAMEA023312,TRAACC000001,
TRAMEA023313,TRAACC000001,
TRAMEA023314,TRAACC000001,
TRAMEA023315,TRAACC000001,
TRAMEA023316,TRAACC000001,
TRAMEA023317,TRAACC000001,
TRAMEA023318,TRAACC000001,
TRAMEA023319,TRAACC000001,
TRAMEA023320,TRAACC000001,
TRAMEA023321,TRAACC000001,
TRAMEA023322,TRAACC000001,
TRAMEA023323,TRAACC000001,
TRAMEA023324,TRAACC000001,
TRAMEA023325,TRAACC000001,
TRAMEA023326,TRAACC000001,
TRAMEA023327,TRAACC000001,
TRAMEA023328,TRAACC000001,
TRAMEA023329,TRAACC000001,
TRAMEA023330,TRAACC000001,
TRAMEA023331,TRAACC000001,
TRAMEA023332,TRAACC000001,
TRAMEA023333,TRAACC000001,
TRAMEA023334,TRAACC000001,
TRAMEA023335,TRAACC000001,
TRAMEA023336,TRAACC000001,
TRAMEA023337,TRAACC000001,
TRAMEA023338,TRAACC000001,
TRAMEA023339,TRAACC000001,
TRAMEA023340,TRAACC000001,
TRAMEA023341,TRAACC000001,
TRAMEA023342,TRAACC000001,
TRAMEA023343,TRAACC000001,
TRAMEA023344,TRAACC000001,
TRAMEA023345,TRAACC000001,
TRAMEA023346,TRAACC000001,
TRAMEA023347,TRAACC000001,
TRAMEA023348,TRAACC000001,
TRAMEA023349,TRAACC000001,
TRAMEA023350,TRAACC000001,
TRAMEA023351,TRAACC000001,
TRAMEA023352,TRAACC000001,
TRAMEA023353,TRAACC000001,
TRAMEA023354,TRAACC000001,
TRAMEA023355,TRAACC000001,
TRAMEA023356,TRAACC000001,
TRAMEA023357,TRAACC000001,
TRAMEA023358,TRAACC000001,
TRAMEA023359,TRAACC000001,
TRAMEA023360,TRAACC000001,
TRAMEA023361,TRAACC000001,
TRAMEA023362,TRAACC000001,
TRAMEA023363,TRAACC000001,
TRAMEA023364,TRAACC000001,
TRAMEA023365,TRAACC000001,
TRAMEA023366,TRAACC000001,
TRAMEA023367,TRAACC000001,
TRAMEA023368,TRAACC000001,
TRAMEA023369,TRAACC000001,
TRAMEA023370,TRAACC000001,
TRAMEA023371,TRAACC000001,
TRAMEA023372,TRAACC000001,
TRAMEA023373,TRAACC000001,
TRAMEA023374,TRAACC000001,
TRAMEA023375,TRAACC000001,
TRAMEA023376,TRAACC000001,
TRAMEA023377,TRAACC000001,
TRAMEA023378,TRAACC000001,
TRAMEA023379,TRAACC000001,
TRAMEA023380,TRAACC000001,
TRAMEA023381,TRAACC000001,
TRAMEA023382,TRAACC000001,
TRAMEA023383,TRAACC000001,
TRAMEA023384,TRAACC000001,
TRAMEA023385,TRAACC000001,
TRAMEA023386,TRAACC000001,
TRAMEA023387,TRAACC000001,
TRAMEA023388,TRAACC000001,
TRAMEA023389,TRAACC000001,
TRAMEA023390,TRAACC000001,
TRAMEA023391,TRAACC000001,
TRAMEA023392,TRAACC000001,
TRAMEA023393,TRAACC000001,
TRAMEA023394,TRAACC000001,
TRAMEA023395,TRAACC000001,
TRAMEA023396,TRAACC000001,
TRAMEA023397,TRAACC000001,
TRAMEA023398,TRAACC000001,
TRAMEA023399,TRAACC000001,
TRAMEA023400,TRAACC000001,
TRAMEA023401,TRAACC000001,
TRAMEA023402,TRAACC000001,
TRAMEA023403,TRAACC000001,
TRAMEA023404,TRAACC000001,
TRAMEA023405,TRAACC000001,
TRAMEA023406,TRAACC000001,
TRAMEA023407,TRAACC000001,
TRAMEA023408,TRAACC000001,
TRAMEA023409,TRAACC000001,
TRAMEA023410,TRAACC000001,
TRAMEA023411,TRAACC000001,
TRAMEA023412,TRAACC000001,
TRAMEA023413,TRAACC000001,
TRAMEA023414,TRAACC000001,
TRAMEA023415,TRAACC000001,
TRAMEA023416,TRAACC000001,
TRAMEA023417,TRAACC000001,
TRAMEA023418,TRAACC000001,
TRAMEA023419,TRAACC000001,
TRAMEA023420,TRAACC000001,
TRAMEA023421,TRAACC000001,
TRAMEA023422,TRAACC000001,
TRAMEA023423,TRAACC000001,
TRAMEA023424,TRAACC000001,
TRAMEA023425,TRAACC000001,
TRAMEA023426,TRAACC000001,
TRAMEA023427,TRAACC000001,
TRAMEA023428,TRAACC000001,
TRAMEA023429,TRAACC000001,
TRAMEA023430,TRAACC000001,
TRAMEA023431,TRAACC000001,
TRAMEA023432,TRAACC000001,
TRAMEA023433,TRAACC000001,
TRAMEA023434,TRAACC000001,
TRAMEA023435,TRAACC000001,
TRAMEA023436,TRAACC000001,
TRAMEA023437,TRAACC000001,
TRAMEA023438,TRAACC000001,
TRAMEA023439,TRAACC000001,
TRAMEA023440,TRAACC000001,
TRAMEA023441,TRAACC000001,
TRAMEA023442,TRAACC000001,
TRAMEA023443,TRAACC000001,
TRAMEA023444,TRAACC000001,
TRAMEA023445,TRAACC000001,
TRAMEA023446,TRAACC000001,
TRAMEA023447,TRAACC000001,
TRAMEA023448,TRAACC000001,
TRAMEA023449,TRAACC000001,
TRAMEA023450,TRAACC000001,
TRAMEA023451,TRAACC000001,
TRAMEA023452,TRAACC000001,
TRAMEA023453,TRAACC000001,
TRAMEA023454,TRAACC000001,
TRAMEA023455,TRAACC000001,
TRAMEA023456,TRAACC000001,
TRAMEA023457,TRAACC000001,
TRAMEA023458,TRAACC000001,
TRAMEA023459,TRAACC000001,
TRAMEA023460,TRAACC000001,
TRAMEA023461,TRAACC000001,
TRAMEA023462,TRAACC000001,
TRAMEA023463,TRAACC000001,
TRAMEA023464,TRAACC000001,
TRAMEA023465,TRAACC000001,
TRAMEA023466,TRAACC000001,
TRAMEA023467,TRAACC000001,
TRAMEA023468,TRAACC000001,
TRAMEA023469,TRAACC000001,
TRAMEA023470,TRAACC000001,
TRAMEA023471,TRAACC000001,
TRAMEA023472,TRAACC000001,
TRAMEA023473,TRAACC000001,
TRAMEA023474,TRAACC000001,
TRAMEA023475,TRAACC000001,
TRAMEA023476,TRAACC000001,
TRAMEA023477,TRAACC000001,
TRAMEA023478,TRAACC000001,
TRAMEA023479,TRAACC000001,
TRAMEA023480,TRAACC000001,
TRAMEA023481,TRAACC000001,
TRAMEA023482,TRAACC000001,
TRAMEA023483,TRAACC000001,
TRAMEA023484,TRAACC000001,
TRAMEA023485,TRAACC000001,
TRAMEA023486,TRAACC000001,
TRAMEA023487,TRAACC000001,
TRAMEA023488,TRAACC000001,
TRAMEA023489,TRAACC000001,
TRAMEA023490,TRAACC000001,
TRAMEA023491,TRAACC000001,
TRAMEA023492,TRAACC000001,
TRAMEA023493,TRAACC000001,
TRAMEA023494,TRAACC000001,
TRAMEA023495,TRAACC000001,
